/home/andreas/anaconda3/envs/default/bin/python /home/andreas/workspace/semeval/project/results_evaluator.py
start evaluating
|                                    |   pred_acc |   val_acc |   epoch | backend   | classifier   |   dimensionality |   padding |   lstm_size | activation1   | activation2   | optimizer   | loss                           |   batch_size |   dropout |   vsplit | embedding                                    |   embedding2 |   rich |   runtime | argv                                                                                                                                        |
| ('2018-01-22_00-19-53-792462', 4)  |      0.687 |     0.624 |      14 | theano    | LSTM_05add   |              300 |       100 |          64 | linear        | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  4081.472 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'linear', '--out_path', '/scratch_gs/funkea/semeval/out/']                  |
| ('2018-01-22_00-12-05-732726', 1)  |      0.687 |     0.694 |      19 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |          128 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3204.368 | ['--runs', '10', '--classifier', 'LSTM_05add', '--batch_size', '128', '--out_path', '/scratch_gs/funkea/semeval/out/']                      |
| ('2018-01-22_00-30-12-743687', 8)  |      0.684 |     0.637 |      20 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.550 | embeddings_cache_file_word2vec               |          nan |      3 |  3872.952 | ['--runs', '10', '--classifier', 'LSTM_05add', '--vsplit', '0.55', '--out_path', '/scratch_gs/funkea/semeval/out/']                         |
| ('2018-01-22_00-10-14-789525', 10) |      0.684 |     0.649 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.800 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2789.626 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.8', '--out_path', '/scratch_gs/funkea/semeval/out/']                         |
| ('2018-01-22_00-19-53-970046', 2)  |      0.684 |     0.698 |       8 | theano    | LSTM_05add   |              300 |       100 |          64 | softplus      | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2417.506 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'softplus', '--out_path', '/scratch_gs/funkea/semeval/out/']                |
| ('2018-01-22_00-10-14-789525', 2)  |      0.684 |     0.690 |      13 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.800 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3739.371 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.8', '--out_path', '/scratch_gs/funkea/semeval/out/']                         |
| ('2018-01-22_00-09-59-635574', 5)  |      0.684 |     0.690 |       8 | theano    | LSTM_05add   |              300 |       100 |         188 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  4403.884 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '188', '--out_path', '/scratch_gs/funkea/semeval/out/']                       |
| ('2018-01-22_00-09-59-635574', 1)  |      0.684 |     0.669 |       9 | theano    | LSTM_05add   |              300 |       100 |         188 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  4851.293 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '188', '--out_path', '/scratch_gs/funkea/semeval/out/']                       |
| ('2018-01-22_00-16-16-238084', 8)  |      0.684 |     0.694 |      12 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | mean_squared_error             |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3712.598 | ['--runs', '10', '--classifier', 'LSTM_05add', '--loss', 'mean_squared_error', '--out_path', '/scratch_gs/funkea/semeval/out/']             |
| ('2018-01-22_00-19-53-940808', 5)  |      0.680 |     0.686 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | selu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2697.106 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'selu', '--out_path', '/scratch_gs/funkea/semeval/out/']                    |
| ('2018-01-22_00-19-53-940808', 9)  |      0.680 |     0.682 |      10 | theano    | LSTM_05add   |              300 |       100 |          64 | selu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2982.596 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'selu', '--out_path', '/scratch_gs/funkea/semeval/out/']                    |
| ('2018-01-22_00-00-48-695982', 4)  |      0.680 |     0.632 |       8 | theano    | LSTM_05add   |              100 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_hs_iter25_cb_100_lc         |          nan |      3 |  2101.549 | ['--runs', '10', '--classifier', 'LSTM_05add', '--embedding', 'ce_cb_hs_i25_100_lc', '--out_path', '/scratch_gs/funkea/semeval/out/']       |
| ('2018-01-22_00-00-48-695982', 2)  |      0.680 |     0.682 |      18 | theano    | LSTM_05add   |              100 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_hs_iter25_cb_100_lc         |          nan |      3 |  4204.282 | ['--runs', '10', '--classifier', 'LSTM_05add', '--embedding', 'ce_cb_hs_i25_100_lc', '--out_path', '/scratch_gs/funkea/semeval/out/']       |
| ('2018-01-22_00-12-05-410840', 10) |      0.680 |     0.661 |      16 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           64 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3427.020 | ['--runs', '10', '--classifier', 'LSTM_05add', '--batch_size', '64', '--out_path', '/scratch_gs/funkea/semeval/out/']                       |
| ('2018-01-22_00-12-05-670889', 2)  |      0.680 |     0.702 |      12 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |            8 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  7959.658 | ['--runs', '10', '--classifier', 'LSTM_05add', '--batch_size', '8', '--out_path', '/scratch_gs/funkea/semeval/out/']                        |
| ('2018-01-22_00-19-53-970046', 5)  |      0.680 |     0.702 |       8 | theano    | LSTM_05add   |              300 |       100 |          64 | softplus      | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2457.794 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'softplus', '--out_path', '/scratch_gs/funkea/semeval/out/']                |
| ('2018-01-22_00-12-05-302004', 8)  |      0.680 |     0.674 |      17 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |          256 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2640.084 | ['--runs', '10', '--classifier', 'LSTM_05add', '--batch_size', '256', '--out_path', '/scratch_gs/funkea/semeval/out/']                      |
| ('2018-01-22_00-26-31-695552', 3)  |      0.680 |     0.694 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | elu           | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2680.581 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'elu', '--out_path', '/scratch_gs/funkea/semeval/out/']                     |
| ('2018-01-22_00-12-05-474609', 5)  |      0.680 |     0.711 |      10 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           16 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  4216.840 | ['--runs', '10', '--classifier', 'LSTM_05add', '--batch_size', '16', '--out_path', '/scratch_gs/funkea/semeval/out/']                       |
| ('2018-01-22_00-10-14-245676', 3)  |      0.680 |     0.702 |      14 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.100 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  4022.646 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.1', '--out_path', '/scratch_gs/funkea/semeval/out/']                         |
| ('2018-01-22_00-10-14-239278', 7)  |      0.680 |     0.707 |       7 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.600 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2215.831 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.6', '--out_path', '/scratch_gs/funkea/semeval/out/']                         |
| ('2018-01-22_00-19-54-122751', 3)  |      0.680 |     0.694 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | elu           | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2745.662 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'elu', '--out_path', '/scratch_gs/funkea/semeval/out/']                     |
| ('2018-01-22_00-12-05-410840', 9)  |      0.680 |     0.678 |      16 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           64 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3464.674 | ['--runs', '10', '--classifier', 'LSTM_05add', '--batch_size', '64', '--out_path', '/scratch_gs/funkea/semeval/out/']                       |
| ('2018-01-22_00-10-52-115335', 10) |      0.677 |     0.694 |      14 | theano    | LSTM_05add   |              300 |        75 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3200.622 | ['--runs', '10', '--classifier', 'LSTM_05add', '--padding', '75', '--out_path', '/scratch_gs/funkea/semeval/out/']                          |
| ('2018-01-22_00-10-14-245676', 10) |      0.677 |     0.678 |      11 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.100 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3275.440 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.1', '--out_path', '/scratch_gs/funkea/semeval/out/']                         |
| ('2018-01-22_00-12-05-410840', 8)  |      0.677 |     0.686 |      13 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           64 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2873.058 | ['--runs', '10', '--classifier', 'LSTM_05add', '--batch_size', '64', '--out_path', '/scratch_gs/funkea/semeval/out/']                       |
| ('2018-01-22_00-09-59-635574', 4)  |      0.677 |     0.669 |       6 | theano    | LSTM_05add   |              300 |       100 |         188 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3321.665 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '188', '--out_path', '/scratch_gs/funkea/semeval/out/']                       |
| ('2018-01-22_00-09-45-121739', 7)  |      0.677 |     0.682 |      11 | theano    | LSTM_05add   |              300 |       100 |          96 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  4060.531 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '96', '--out_path', '/scratch_gs/funkea/semeval/out/']                        |
| ('2018-01-22_00-15-12-881884', 3)  |      0.677 |     0.715 |      17 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_fastText_prov_freq_lc  |          nan |      3 |  4747.742 | ['--runs', '10', '--classifier', 'LSTM_05add', '--embedding', 'ftx_pf_lc', '--out_path', '/scratch_gs/funkea/semeval/out/']                 |
| ('2018-01-22_00-30-12-848925', 5)  |      0.677 |     0.659 |      11 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.400 | embeddings_cache_file_word2vec               |          nan |      3 |  2634.073 | ['--runs', '10', '--classifier', 'LSTM_05add', '--vsplit', '0.4', '--out_path', '/scratch_gs/funkea/semeval/out/']                          |
| ('2018-01-22_00-09-45-105296', 10) |      0.677 |     0.665 |      12 | theano    | LSTM_05add   |              300 |       100 |          32 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2359.978 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '32', '--out_path', '/scratch_gs/funkea/semeval/out/']                        |
| ('2018-01-22_00-09-45-105296', 6)  |      0.677 |     0.678 |      11 | theano    | LSTM_05add   |              300 |       100 |          32 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2171.256 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '32', '--out_path', '/scratch_gs/funkea/semeval/out/']                        |
| ('2018-01-22_00-16-15-944397', 5)  |      0.677 |     0.690 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | logcosh                        |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2758.708 | ['--runs', '10', '--classifier', 'LSTM_05add', '--loss', 'logcosh', '--out_path', '/scratch_gs/funkea/semeval/out/']                        |
| ('2018-01-22_00-30-12-901632', 7)  |      0.677 |     0.640 |      18 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.700 | embeddings_cache_file_word2vec               |          nan |      3 |  2887.173 | ['--runs', '10', '--classifier', 'LSTM_05add', '--vsplit', '0.7', '--out_path', '/scratch_gs/funkea/semeval/out/']                          |
| ('2018-01-21_23-46-38-239171', 8)  |      0.677 |     0.669 |      16 | theano    | LSTM_05add   |              300 |       100 |          16 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2459.371 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '16', '--out_path', '/scratch_gs/funkea/semeval/out/']                        |
| ('2018-01-22_00-26-31-611163', 9)  |      0.677 |     0.736 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.050 | embeddings_cache_file_word2vec               |          nan |      3 |  2801.704 | ['--runs', '10', '--classifier', 'LSTM_05add', '--vsplit', '0.05', '--out_path', '/scratch_gs/funkea/semeval/out/']                         |
| ('2018-01-22_00-26-31-712705', 3)  |      0.677 |     0.700 |      10 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.200 | embeddings_cache_file_word2vec               |          nan |      3 |  2641.813 | ['--runs', '10', '--classifier', 'LSTM_05add', '--vsplit', '0.2', '--out_path', '/scratch_gs/funkea/semeval/out/']                          |
| ('2018-01-22_00-19-53-970046', 4)  |      0.677 |     0.686 |      10 | theano    | LSTM_05add   |              300 |       100 |          64 | softplus      | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3254.905 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'softplus', '--out_path', '/scratch_gs/funkea/semeval/out/']                |
| ('2018-01-22_00-19-53-940808', 2)  |      0.677 |     0.653 |      11 | theano    | LSTM_05add   |              300 |       100 |          64 | selu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3325.061 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'selu', '--out_path', '/scratch_gs/funkea/semeval/out/']                    |
| ('2018-01-22_00-26-31-769384', 6)  |      0.677 |     0.680 |      13 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.150 | embeddings_cache_file_word2vec               |          nan |      3 |  3606.326 | ['--runs', '10', '--classifier', 'LSTM_05add', '--vsplit', '0.15', '--out_path', '/scratch_gs/funkea/semeval/out/']                         |
| ('2018-01-22_00-19-53-970046', 10) |      0.677 |     0.653 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | softplus      | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2797.145 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'softplus', '--out_path', '/scratch_gs/funkea/semeval/out/']                |
| ('2018-01-22_00-19-53-984765', 5)  |      0.677 |     0.707 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | tanh          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2790.076 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'tanh', '--out_path', '/scratch_gs/funkea/semeval/out/']                    |
| ('2018-01-22_00-19-53-984765', 7)  |      0.674 |     0.715 |      12 | theano    | LSTM_05add   |              300 |       100 |          64 | tanh          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3549.763 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'tanh', '--out_path', '/scratch_gs/funkea/semeval/out/']                    |
| ('2018-01-22_00-26-31-644620', 8)  |      0.674 |     0.640 |      16 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  4599.055 | ['--runs', '10', '--classifier', 'LSTM_05add', '--vsplit', '0.1', '--out_path', '/scratch_gs/funkea/semeval/out/']                          |
| ('2018-01-22_00-19-53-984765', 2)  |      0.674 |     0.669 |       8 | theano    | LSTM_05add   |              300 |       100 |          64 | tanh          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2333.513 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'tanh', '--out_path', '/scratch_gs/funkea/semeval/out/']                    |
| ('2018-01-22_00-16-16-032370', 8)  |      0.674 |     0.665 |      18 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  5206.691 | ['--runs', '10', '--classifier', 'LSTM_05add', '--loss', 'binary_crossentropy', '--out_path', '/scratch_gs/funkea/semeval/out/']            |
| ('2018-01-22_00-26-31-611163', 7)  |      0.674 |     0.711 |      11 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.050 | embeddings_cache_file_word2vec               |          nan |      3 |  3307.011 | ['--runs', '10', '--classifier', 'LSTM_05add', '--vsplit', '0.05', '--out_path', '/scratch_gs/funkea/semeval/out/']                         |
| ('2018-01-22_00-19-53-984765', 4)  |      0.674 |     0.669 |      10 | theano    | LSTM_05add   |              300 |       100 |          64 | tanh          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2924.508 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'tanh', '--out_path', '/scratch_gs/funkea/semeval/out/']                    |
| ('2018-01-21_23-46-38-239171', 9)  |      0.674 |     0.690 |      18 | theano    | LSTM_05add   |              300 |       100 |          16 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2743.953 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '16', '--out_path', '/scratch_gs/funkea/semeval/out/']                        |
| ('2018-01-22_00-12-05-410840', 5)  |      0.674 |     0.698 |      13 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           64 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2870.372 | ['--runs', '10', '--classifier', 'LSTM_05add', '--batch_size', '64', '--out_path', '/scratch_gs/funkea/semeval/out/']                       |
| ('2018-01-22_00-12-05-410840', 1)  |      0.674 |     0.698 |      14 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           64 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2925.899 | ['--runs', '10', '--classifier', 'LSTM_05add', '--batch_size', '64', '--out_path', '/scratch_gs/funkea/semeval/out/']                       |
