number	60
non	60
moderation	60
hurt	60
fiscal	60
ethical	60
doctors	60
compelling	60
cards	60
Getting	60
Gamble	60
unhealthy	59
professors	59
possible	59
policy	59
outside	59
machines	59
had	59
gives	59
ensure	59
constant	59
computer	59
Librarians	59
taxed	58
harder	58
essential	58
easy	58
average	58
State	58
Really	58
Pot	58
opinion	57
must	57
memories	57
forced	57
fired	57
dumber	57
devolving	57
buildings	57
back	57
adults	57
Was	57
Legal	57
Humanities	57
Hall	57
Dumber	57
Atlantic	57
though	56
sexist	56
preference	56
open	56
denounce	56
bottom	56
backed	56
vote	55
together	55
teaching	55
served	55
legally	55
informed	55
addiction	55
ability	55
Your	55
Citizens	55
writing	54
stenographers	54
speak	54
schooled	54
questions	54
presidential	54
pledging	54
omnivores	54
lowering	54
local	54
genes	54
exploitation	54
expanding	54
enjoy	54
eliminating	54
dire	54
diets	54
deal	54
consumers	54
conservatives	54
cats	54
action	54
Queen	54
Preschool	54
Muslims	54
II	54
Go	54
Get	54
Family	54
Drug	54
Did	54
Deserve	54
Break	54
're	54
where	53
trusted	53
treatment	53
feeding	53
else	53
constitutional	53
announce	53
Workers	53
Denounce	53
As	53
vast	52
service	52
readily	52
ones	52
nature	52
helps	52
heavily	52
exactly	52
amount	52
allies	52
advice	52
useless	51
training	51
taste	51
tailor	51
style	51
standards	51
scandal	51
proof	51
plug	51
nation	51
itself	51
interactions	51
form	51
fighting	51
federal	51
fall	51
enforcement	51
doping	51
digital	51
cycling	51
charter	51
baseball	51
attend	51
alternative	51
Testing	51
Stop	51
Fame	51
China	51
Capital	51
Broken	51
20	51
risks	50
reading	50
legislation	50
innovation	50
increase	50
watch	49
regulation	49
plan	49
nutrition	49
fact	49
competitive	49
claws	49
believe	49
attention	49
voting	48
vacation	48
tourists	48
tests	48
strikes	48
sign	48
rim	48
responsibility	48
requirements	48
reported	48
rarely	48
racist	48
privacy	48
positive	48
patients	48
nutrients	48
launch	48
intelligence	48
fruits	48
foods	48
farms	48
eating	48
difficult	48
delay	48
credit	48
content	48
academics	48
Obese	48
Justified	48
Drop	48
Attack	48
websites	47
vaccines	47
rituals	47
restaurant	47
replace	47
price	47
income	47
he	47
educate	47
decide	47
Succeed	47
whether	46
serious	46
science	46
passport	46
included	46
full	46
evidence	46
diplomatic	46
created	46
capitalist	46
waiting	45
users	45
travel	45
term	45
someone	45
severe	45
promise	45
practical	45
picking	45
men	45
inequality	45
growers	45
gotten	45
fix	45
dismantled	45
delaying	45
decisions	45
daily	45
closely	45
climate	45
bikers	45
addition	45
actually	45
This	45
Taxing	45
Survive	45
Labor	45
Gains	45
Could	45
Congress	45
Cities	45
;	45
40	45
30	45
works	44
spent	44
spending	44
residents	44
policies	44
level	44
involved	44
helping	44
fueled	44
freedom	44
cheating	44
called	44
anti	44
actions	44
trained	43
stronger	43
solution	43
ruining	43
ratings	43
plenty	43
oil	43
mind	43
gas	43
exposed	43
energy	43
effective	43
duty	43
drop	43
declaw	43
decision	43
World	43
Safer	43
Iran	43
Harmful	43
unclear	42
technical	42
targets	42
street	42
speed	42
servers	42
replacing	42
purpose	42
profits	42
overweight	42
objectionable	42
noncompete	42
milk	42
lots	42
leagues	42
identification	42
hype	42
foreign	42
foot	42
expendable	42
entertainment	42
eclipse	42
driver	42
distractions	42
discriminate	42
dimensional	42
deter	42
deals	42
creating	42
constraints	42
billions	42
basketball	42
applicants	42
Volkswagen	42
Sports	42
Smart	42
Rock	42
Printing	42
Off	42
My	42
Motherhood	42
Marijuana	42
Investment	42
Immigrants	42
Hampshire	42
Gambling	42
Finally	42
Expendable	42
Delay	42
Change	42
Cars	42
Arab	42
views	41
source	41
seem	41
proven	41
patent	41
negative	41
held	41
hateful	41
disease	41
difference	41
danger	41
chance	41
blamed	41
alone	41
While	41
Syrian	41
Brazil	41
stupid	40
removing	40
products	40
powerful	40
pending	40
learned	40
humans	40
growth	40
gateway	40
game	40
feel	40
employment	40
early	40
compliance	40
citizen	40
calling	40
beauty	40
Declaw	40
Cat	40
year	39
unfair	39
terrorist	39
spouse	39
retirement	39
relations	39
parent	39
missing	39
minimum	39
injuries	39
history	39
fortunate	39
everything	39
emissions	39
discipline	39
assess	39
act	39
You	39
Waste	39
Trusted	39
Time	39
Parenting	39
Papers	39
Nuclear	39
NBA	39
Money	39
Effective	39
Eating	39
)	39
(	39
versus	38
understood	38
terrorism	38
sources	38
population	38
methods	38
healthcare	38
destroy	38
criminal	38
compromise	38
acceptable	38
Attacks	38
After	38
ultimately	37
tuition	37
trade	37
takes	37
spend	37
special	37
seen	37
regulate	37
practice	37
politicians	37
meeting	37
license	37
legitimate	37
incentive	37
forth	37
expensive	37
entire	37
caused	37
becoming	37
Ever	37
worker	36
veganism	36
therefore	36
supporting	36
sell	36
running	36
providing	36
outdated	36
nations	36
method	36
meet	36
manage	36
last	36
irreplaceable	36
increased	36
habits	36
fines	36
dreams	36
drama	36
dormitory	36
disband	36
critics	36
compete	36
collapse	36
cherry	36
case	36
athletic	36
ally	36
Vacations	36
Teaching	36
Speech	36
Raise	36
Out	36
Most	36
Live	36
Japan	36
Church	36
Campus	36
3D	36
weight	35
treasures	35
thing	35
taxpayers	35
protected	35
poorly	35
phone	35
moral	35
materials	35
major	35
led	35
helpful	35
discussion	35
corporations	35
continue	35
accommodates	35
L.G.B.T.	35
Gays	35
European	35
Created	35
Atmosphere	35
two	34
section	34
schooling	34
relationship	34
profit	34
potential	34
options	34
interaction	34
ideas	34
function	34
designed	34
car	34
affordable	34
above	34
Israeli	34
zipping	33
waste	33
wars	33
until	33
tools	33
supply	33
spouses	33
soldier	33
shortages	33
saving	33
rule	33
rid	33
prove	33
protein	33
professionals	33
paper	33
nutritional	33
neighborhoods	33
landscape	33
irresponsible	33
hours	33
hated	33
greed	33
governments	33
further	33
fail	33
establish	33
emergency	33
embargo	33
easier	33
die	33
cyclists	33
cross	33
comfortable	33
certain	33
cash	33
bar	33
area	33
among	33
advantages	33
accidents	33
West	33
Well	33
These	33
Teach	33
Taiwan	33
Stenographers	33
Starchitects	33
Speed	33
San	33
Same	33
Rail	33
Professional	33
Los	33
Human	33
House	33
Health	33
Francisco	33
Food	33
Expense	33
Cards	33
Angeles	33
1800s	33
thousands	32
playing	32
perfectly	32
owners	32
moderated	32
misinform	32
mental	32
losing	32
looking	32
international	32
hasn't	32
fields	32
democracy	32
defend	32
death	32
days	32
civilians	32
addicts	32
Their	32
Palestinian	32
Deal	32
Citizenship	32
voters	31
valid	31
sport	31
sort	31
skill	31
rise	31
raise	31
practices	31
needing	31
majority	31
loss	31
homes	31
hear	31
face	31
churches	31
causing	31
Birthright	31
worry	30
team	30
tastes	30
strapped	30
step	30
solved	30
soldiers	30
situations	30
share	30
sentiment	30
responsibilities	30
resource	30
reporter	30
replaced	30
regardless	30
reflection	30
race	30
outsourcing	30
ok	30
nearly	30
motivated	30
militant	30
marketing	30
languages	30
haven't	30
hackers	30
guns	30
frustration	30
exam	30
enforcing	30
employers	30
either	30
drone	30
disclosure	30
dictator	30
despised	30
criminals	30
contractors	30
clock	30
challenging	30
career	30
capitalism	30
boon	30
basic	30
attacking	30
associated	30
asking	30
article	30
amendment	30
Us	30
Strikes	30
Restart	30
Profession	30
Peace	30
Passion	30
Mideast	30
Longer	30
Legalized	30
Jewish	30
Isreal	30
Hitting	30
Having	30
Harm	30
Filmed	30
Fight	30
Encounters	30
City	30
Advice	30
About	30
speech	29
similar	29
side	29
rely	29
participate	29
matters	29
limited	29
individuals	29
gone	29
fully	29
educated	29
earned	29
due	29
condition	29
civil	29
capable	29
burden	29
austerity	29
No	29
Felons	29
Comments	29
thought	28
respect	28
requires	28
parts	28
leaving	28
incomplete	28
healthful	28
felons	28
effectively	28
destruction	28
despite	28
dangerously	28
crisis	28
carry	28
cares	28
answer	28
Websites	28
Turkey	28
Other	28
Helping	28
Healthful	28
EU	28
write	27
type	27
tv	27
top	27
third	27
tell	27
supplements	27
studies	27
strong	27
staff	27
sit	27
send	27
scripted	27
run	27
regards	27
recognize	27
proceedings	27
preparation	27
powers	27
populated	27
politically	27
pointless	27
pleasant	27
phones	27
pedestrians	27
path	27
office	27
music	27
moments	27
military	27
measured	27
leaders	27
impossible	27
i	27
hospitals	27
homeschooling	27
grandparents	27
grading	27
gay	27
gathering	27
forces	27
fertility	27
exemption	27
enhancing	27
cursive	27
criticism	27
creative	27
costly	27
contest	27
complex	27
compassionate	27
com	27
casting	27
brain	27
born	27
belongs	27
ballots	27
arts	27
arms	27
actual	27
abandon	27
Zone	27
Worse	27
Whose	27
Vegan	27
Shows	27
Romans	27
Only	27
Necessary	27
NYC	27
Its	27
Homework	27
Google	27
Games	27
Critics	27
Chester	27
Amazon	27
worst	26
wanted	26
truly	26
trouble	26
tend	26
restricted	26
represent	26
rare	26
planning	26
next	26
minds	26
meat	26
looks	26
justices	26
judge	26
increases	26
ignore	26
happen	26
facts	26
doctor	26
development	26
changed	26
basis	26
anything	26
Immigration	26
Businesses	26
weed	25
train	25
talk	25
substance	25
selfish	25
scale	25
question	25
popular	25
peaceful	25
numerous	25
including	25
guidance	25
fashion	25
endanger	25
encourage	25
condo	25
comes	25
begin	25
affected	25
adapt	25
Into	25
wise	24
wisdom	24
widely	24
welcomes	24
violent	24
vaccinated	24
vacations	24
unique	24
unexpected	24
throne	24
seek	24
salary	24
royal	24
romance	24
reputation	24
repercussions	24
regulating	24
references	24
pretty	24
prescription	24
performance	24
patient	24
paths	24
overflowing	24
none	24
movies	24
mass	24
loyalty	24
loans	24
literature	24
later	24
keeping	24
immunity	24
grades	24
goes	24
generations	24
forward	24
falsify	24
failing	24
experiences	24
enemies	24
diversity	24
deductibles	24
dedicated	24
corrupt	24
consequences	24
combat	24
co	24
cell	24
carbs	24
boost	24
appreciate	24
activity	24
Windsor	24
Windows	24
Step	24
Safe	24
Royal	24
Muslim	24
Indians	24
Down	24
Choice	24
British	24
Birth	24
yet	23
union	23
suffering	23
season	23
result	23
refugees	23
reduced	23
proved	23
produce	23
peoples	23
offers	23
nobody	23
model	23
minority	23
kill	23
inherently	23
guaranteed	23
funds	23
dying	23
discussions	23
democratic	23
defense	23
crimes	23
conventional	23
causes	23
benefited	23
animal	23
Trump	23
Overcrowding	23
Medicare	23
Guns	23
Doctors	23
've	23
worked	22
watching	22
transit	22
statement	22
specific	22
saved	22
records	22
present	22
perform	22
millions	22
meant	22
lies	22
killed	22
instances	22
hour	22
here	22
hand	22
half	22
friends	22
feels	22
dumb	22
diagnosis	22
debate	22
conditions	22
cases	22
campuses	22
backgrounds	22
arguments	22
appear	22
anonymous	22
am	22
She	22
Our	22
Opioid	22
Mother	22
written	21
writers	21
wish	21
vital	21
via	21
venues	21
unity	21
turns	21
talks	21
standard	21
soul	21
somewhere	21
six	21
single	21
simple	21
sides	21
sick	21
set	21
sector	21
reviews	21
requirement	21
republicans	21
reconciliation	21
protection	21
procedures	21
pr	21
penalty	21
necessarily	21
misogynistic	21
mideast	21
measuring	21
measure	21
manufacturers	21
listen	21
least	21
intellectual	21
inhibit	21
independent	21
increasing	21
impersonal	21
huge	21
helped	21
havens	21
guidelines	21
groups	21
got	21
generated	21
generate	21
games	21
foundered	21
fire	21
financially	21
exploited	21
existing	21
ethically	21
equally	21
enrolled	21
electric	21
efficiency	21
educational	21
drilling	21
dorms	21
discriminated	21
disasters	21
disadvantaged	21
dimmed	21
degree	21
correctly	21
considered	21
connections	21
computers	21
completely	21
competitors	21
comfort	21
close	21
clear	21
careful	21
broken	21
breaks	21
birth	21
battery	21
athletics	21
areas	21
acting	21
Writing	21
Usefulness	21
Unity	21
Union	21
U.S	21
Tipping	21
Soviet	21
Ruined	21
Outlived	21
Modern	21
Matter	21
Lead	21
Gateway	21
Farm	21
Day	21
Charter	21
.-	21
why	20
vs.	20
took	20
sustainable	20
receive	20
quit	20
productive	20
prefer	20
permit	20
past	20
pain	20
organizations	20
okay	20
mothers	20
lazy	20
hate	20
gets	20
everybody	20
enforced	20
drink	20
discourage	20
decades	20
commit	20
candidates	20
below	20
apply	20
Kate	20
How	20
Greeks	20
Beliefs	20
within	19
various	19
treat	19
topics	19
sites	19
says	19
reliable	19
rating	19
quite	19
positions	19
perfect	19
outbreak	19
old	19
nice	19
news	19
monitoring	19
leadership	19
ignored	19
humanely	19
fewer	19
everyday	19
enrichment	19
defeat	19
decrease	19
creates	19
controlling	19
competing	19
character	19
behavior	19
alternatives	19
agree	19
additional	19
Zika	19
Threat	19
Kurdish	19
African	19
wishes	18
whom	18
went	18
website	18
wearing	18
wasting	18
waiters	18
wait	18
vitamin	18
vaccinating	18
unvaccinated	18
unskilled	18
unnecessary	18
university	18
undermining	18
troubles	18
trends	18
translate	18
towards	18
toughened	18
torture	18
tired	18
tips	18
television	18
taxpayer	18
sugar	18
strangers	18
speeches	18
similarly	18
session	18
seasonings	18
scientists	18
scholarships	18
runs	18
rung	18
royalty	18
road	18
riding	18
restrictions	18
restrict	18
repetitive	18
repetition	18
recently	18
purposes	18
publicized	18
publications	18
protest	18
prevention	18
premiums	18
precedence	18
perspectives	18
persons	18
peers	18
patrons	18
pageant	18
opportunities	18
operate	18
opened	18
officials	18
normal	18
nonprofit	18
nominees	18
neighbors	18
negotiate	18
months	18
monitored	18
moms	18
minded	18
messy	18
locally	18
legalizing	18
leading	18
leader	18
larger	18
kindergarten	18
kind	18
journalists	18
involve	18
internationally	18
intake	18
injury	18
infringe	18
include	18
herd	18
heart	18
happier	18
handled	18
handing	18
graduate	18
gathered	18
fund	18
founded	18
focal	18
fend	18
feminists	18
feeling	18
fat	18
farm	18
falling	18
exercises	18
exaggerated	18
eventually	18
especially	18
elected	18
efficiently	18
effecting	18
drones	18
door	18
dollars	18
dish	18
devices	18
destination	18
design	18
deserves	18
definitely	18
cuts	18
critically	18
cracking	18
cover	18
course	18
count	18
corporate	18
cook	18
conventions	18
contestants	18
contain	18
concerned	18
commenters	18
coast	18
chemicals	18
centers	18
burning	18
brightest	18
bound	18
bland	18
belief	18
behave	18
becomes	18
aware	18
architecture	18
architects	18
allied	18
allergic	18
agreeing	18
advocate	18
administration	18
acts	18
William	18
Wealthy	18
War	18
Walmart	18
Ukraine	18
Tracking	18
Teresa	18
Spouse	18
Palestinians	18
Ohio	18
Non	18
Make	18
Limited	18
Kurds	18
Koran	18
Jersey	18
Hear	18
Healthier	18
Globalization	18
Future	18
Doors	18
Disasters	18
Couple	18
Constitutional	18
Cold	18
Close	18
Although	18
ACA	18
70	18
1968	18
terrorists	17
sufficient	17
stable	17
sin	17
several	17
search	17
room	17
restructure	17
provided	17
proficient	17
planet	17
obtained	17
misery	17
measles	17
manipulate	17
leave	17
kept	17
interesting	17
inappropriate	17
historically	17
general	17
fear	17
false	17
exciting	17
drain	17
distraction	17
discuss	17
developers	17
debated	17
clean	17
bringing	17
babies	17
amounts	17
ago	17
accurately	17
University	17
Treatment	17
Those	17
That	17
Republicans	17
President	17
Often	17
Massachusetts	17
Language	17
Jerusalem	17
Free	17
Foreign	17
Being	17
An	17
Abandon	17
wealthy	16
wages	16
voice	16
understanding	16
uncomfortable	16
uber	16
trying	16
treated	16
testing	16
spirit	16
semester	16
scam	16
readers	16
printed	16
postpone	16
points	16
pass	16
owner	16
location	16
limit	16
killing	16
harass	16
finish	16
fine	16
finals	16
file	16
extreme	16
extra	16
exception	16
euro	16
duties	16
dignity	16
differently	16
contributions	16
aid	16
abusers	16
abused	16
Social	16
Ruining	16
RateMyProfessor.com	16
Rate	16
Professors	16
Paris	16
Laws	16
Gov.	16
Given	16
Forced	16
Fair	16
English	16
Charlie	16
Baker	16
Addicts	16
zone	15
yourself	15
whim	15
weakness	15
weak	15
vaccinate	15
usual	15
universal	15
understandable	15
uncertainties	15
trip	15
transportation	15
teamwork	15
sway	15
suspension	15
surroundings	15
sure	15
supplemental	15
superstar	15
superior	15
superficial	15
subsidies	15
strictly	15
strength	15
sponsors	15
space	15
societal	15
situation	15
server	15
seasoning	15
seasoned	15
safeguards	15
roads	15
rigorous	15
riches	15
review	15
return	15
restauranteur	15
reformed	15
red	15
recording	15
pursuits	15
proxy	15
proves	15
prison	15
primary	15
prevents	15
pressure	15
prerequisites	15
prejudice	15
powered	15
polio	15
pimps	15
particular	15
parental	15
overcome	15
otherwise	15
optimal	15
narrow	15
monopoly	15
misuse	15
minimal	15
midst	15
mesh	15
mention	15
loyal	15
lovers	15
loved	15
lottery	15
librarian	15
knowledgeable	15
invasion	15
interested	15
interacting	15
innovations	15
initiative	15
inexperienced	15
homeless	15
hiring	15
hidden	15
happening	15
hacking	15
guarantee	15
goods	15
gifted	15
generation	15
figure	15
expulsion	15
expected	15
examples	15
evolution	15
established	15
errors	15
epic	15
environmentalists	15
entering	15
enroll	15
effects	15
educators	15
dunk	15
diseases	15
direct	15
dietary	15
destabilizing	15
deaf	15
customer	15
counteract	15
conservative	15
compensation	15
colors	15
chose	15
check	15
chaos	15
cattle	15
carried	15
call	15
broad	15
breaking	15
boarding	15
biking	15
bikes	15
benefiting	15
balance	15
appreciation	15
appeal	15
app	15
antagonize	15
analysis	15
allowing	15
alive	15
agreements	15
addressed	15
addictive	15
addicted	15
Track	15
Summer	15
Strictly	15
Sex	15
Senoi	15
STD	15
Right	15
Rich	15
Restaurant	15
Relevant	15
Power	15
Postpone	15
Politicians	15
Policy	15
Owners	15
Keeping	15
Interns	15
IVF	15
Harvard	15
Forgone	15
Experience	15
Delayed	15
Blueprint	15
Best	15
Behaved	15
Answer	15
Amsterdam	15
Amid	15
Adulthood	15
/	15
woman	14
wife	14
view	14
upset	14
unfairly	14
turned	14
solidarity	14
ruin	14
risky	14
returned	14
religion	14
regulations	14
realize	14
providers	14
overrun	14
overcrowd	14
official	14
occur	14
main	14
inhumane	14
ineffective	14
incorrect	14
improving	14
google	14
globalization	14
freely	14
fit	14
fee	14
extraneous	14
etc	14
entertaining	14
enter	14
energies	14
electricity	14
economics	14
driving	14
dogma	14
denied	14
consistent	14
campaign	14
bodies	14
besides	14
base	14
addict	14
added	14
Tel	14
Several	14
One	14
G.O.P.	14
Facebook	14
Embassy	14
Christian	14
By	14
Aviv	14
Abolished	14
unsafe	13
unlikely	13
unauthorized	13
tons	13
teaches	13
substandard	13
story	13
socialize	13
slave	13
showing	13
said	13
professor	13
probable	13
policing	13
parties	13
parks	13
name	13
merit	13
man	13
known	13
knowing	13
keeps	13
judicial	13
inform	13
highly	13
giving	13
gaining	13
funded	13
forms	13
flawed	13
favor	13
fairly	13
failure	13
entitled	13
enemy	13
doomed	13
distinguish	13
disproportionate	13
disenfranchising	13
disadvantages	13
dictators	13
de	13
crowd	13
construction	13
constitution	13
conflict	13
concern	13
collectors	13
claim	13
biased	13
awesome	13
arrogant	13
armed	13
anymore	13
animals	13
aisle	13
accurate	13
Vote	13
Problem	13
National	13
Law	13
Declawing	13
Condo	13
Campuses	13
Because	13
Addiction	13
zest	12
workplace	12
withstand	12
windows	12
wealthier	12
warn	12
waitstaff	12
variously	12
usefully	12
updates	12
unhappy	12
undo	12
tweets	12
trees	12
transfer	12
traditionally	12
traditional	12
trading	12
touring	12
togetherness	12
thinks	12
tenured	12
tagged	12
supplies	12
strongly	12
straight	12
stimulate	12
span	12
